Title,Url,Date,Author,Category,Text
No coal shortage at power plants; supply rises 25 pc in Apr-Dec ’21: RK Singh,https://www.dailypioneer.com/2022/business/no-coal-shortage-at-power-plants--supply-rises-25-pc-in-apr-dec----21--rk-singh.html,"Friday, 04 February 2022",PTI,Business,"Power projects in the country do not have any coal shortage currently and these plants have got 25 per cent higher coal supply of 430.6 million tonnes in April-December 2021 compared to a year ago, Parliament was informed on Thursday.
  ""Presently, there is no shortage of coal for power plants in the country,"" Union Power Minister R K Singh on Thursday said in a written reply to the Lok Sabha.
According to the reply, the total quantity of coal despatched to the power sector by Coal India Ltd (CIL) and Singareni Collieries Company Ltd (SCCL) during April-December 2021 stood at about 430.6 million tonnes (MT), against about 344.2 MT in the year-ago period.  It was about 375.2 MT during the corresponding period of 2019-20.
The despatch showed a growth of about 25 per cent with respect to the preceding year and by about 15 per cent with respect to 2019-20, it added.
Further, Singh told the House that the coal import has reduced to 21.4 MT during 2021-22 (April-December) as against 35.1 MT during the same period of 2020-21 and 52.5 MT during the same period of 2019-20.
The shortfall in imported coal has been compensated by supply from domestic coal, he stated.
He also informed the House that as a result of the above measures, the coal stock available at the power plants has increased from 7.2 MT as on October 8, 2021, to about 25 MT as on January 26, 2022.
The Government of India has taken the following measures to increase the coal supply to power plants.
To address the issues of coal supplies to the power sector, an inter-ministerial sub-group meet regularly to take various operational decisions to enhance the supply of coal to thermal power plants (TPPs) as well as for meeting any contingent situations related to the power sector, including to alleviate critical coal stock position in power plants.
               "
Khadi's exponential growth is result of KVIC's Charkha Kranti,https://www.dailypioneer.com/2022/business/khadi-s-exponential-growth-is-result-of-kvic-s-charkha-kranti.html,"Friday, 04 February 2022",PNS,Business,"Khadi’s exponential growth, as mentioned by President in his address to the Parliament ahead of the Budget Session, is a recognition  of the “Charkha Kranti” initiated by Khadi and Village Industries Commission (KVIC) in the last seven years,  says KVIC chairman VK Saxena.
Expressing gratitude to the President for taking note of the good work done by the KVIC, Saxena said the Commission  built several monumental Charkhas to propagate Gandhian thoughts and symbolism of Charkha in India and abroad which further popularized Khadi..
Khadi’s success was acknowledged by the  President in his address to the Parliament on January 312, and by  Home Minister  Amit Shah, a day before at Sabarmati Riverfront in Ahmedabad, while unveiling Mahatma Gandhi’s 100 sq meter wall mural on his 74th Martyr’s Day.
“Khadi and Gandhi were only used for political gains. It was only after the year 2014, that concrete efforts were made by the Narendra Modi government to popularize Khadi and spread the thoughts of Mahatma Gandhi and the symbolism of Charkha across the globe. Be it the birth anniversary or the martyrdom of Mahatma Gandhi, KVIC organized unique programs to celebrate Gandhian thoughts,” he said, adding.” The PM himself is the biggest  source of inspiration behind the success of KVIC.”
During the last 7 years, KVIC built monuments like world’s biggest wooden and steel charkhas, world’s smallest charkha on wrist watches, Gandhi ji’s world’s largest wall mural made of clay Kulhads, world’s largest national flag made of Khadi fabric, heritage Charkha museum and many more. Charkha, which was Gandhi ji’s tool in the fight against the British Rule, made its way to a foreign country, for the first time in 2017. Since then, Bapu’s Charkha has reached 60 countries of the world, he said.
1956 to 2014 – No significant activity/event
July 5, 2016 - World's largest wooden Charkha installed at IGI Airport, New Delhi, by Shri Amit Shah, the then BJP President and Hon’ble Member of Parliament.
October 18, 2016 - Biggest Ever Charkha distribution in Independent India at Ludhiana by Hon’ble Prime Minister Shri Narendra Modi.
May 21, 2017 - World's largest Stainless Steel Charkha installed at Connaught Place, New Delhi by Shri Amit Shah, the then BJP President and Hon’ble Member of Parliament.
May 21, 2017 - Heritage Charkha Museum Inaugurated at Connaught Place, New Delhi, by Shri Amit Shah, the then BJP President and Hon’ble Member of Parliament.
October 2, 2017 – A big wooden Charkha unveiled in Uganda, for the first time on foreign soil.
April 15, 2018 - Stainless Steel Charkha unveiled by former Agriculture Minister Shri Radha Mohan Singh at Motihari in Bihar to commemorate Champaran Satyagrah centenary celebrations."
Domestic two-wheeler sales dip 21 pc in Jan; recovery likely in coming months,https://www.dailypioneer.com/2022/business/domestic-two-wheeler-sales-dip-21-pc-in-jan--recovery-likely-in-coming-months.html,"Thursday, 03 February 2022",PNS,Business,"The domestic two-wheeler sales witnessed a 21 per cent year-on-year decline in January, even as the segment registered a 14 per cent sequential growth in domestic wholesale volumes, while the passenger vehicle wholesale volumes declined marginally by 3 per cent Y-o-Y, credit ratings agency ICRA said on Wednesday.
The two-wheeler sales numbers are based on the data released by six major original equipment manufacturers (OEMs), ICRA said in a statement.
In January 2022, domestic wholesale PV volumes at 2.95 Lakh units represented around 16 per cent growth on a sequential basis and only a marginal decline of 3 per cent on Y-o-Y basis, said Rohan Kanwar Gupta, Vice President and Sector Head - Corporate Ratings, ICRA Limited.
The lower production levels over the months have led to unusually high waiting periods for many high-selling models, with waiting periods for select models being as high as 6-8 months, he said. 
The low year-on-year two-wheeler sales volume in January, highlights the adverse impact of price hikes, fuel inflation, and Omicron-related concerns on consumer sentiments, Gupta stated.
Noting that the supply chain issues in production of premium motorcycles also persisted, he said, the reinstatement of localised restrictions, to contain the third wave of pandemic, constrained retail sales and led to an 11 per cent sequential (14 per cent year-on-year) fall in volumes, to 10.2 lakh units.
Nonetheless, the industry is cautiously optimistic about recovery in coming months, with easing supply chain constraints and spillover impact from positive announcements on infrastructure spends and agri-initiatives in the Union Budget, Gupta stated.
In contrast to the domestic sales environment, steady demand from African and Latin America (LATAM) regions continued to be the silver lining for the industry, with exports clocking steady volumes of over 3.5 lakh units in January 2022, registering a 3 per cent sequential growth, according to ICRA.
Gupta also noted that the domestic electric two-wheeler sales continued to have a dream-run in the April-January period of FY2022, posting a 5 times year-on-year growth at 1.49 lakh unit sales.
In January 2022, the high-speed e-two-wheelers saw an 11 per cent month-on-month growth with 27,563 unit sales (highest monthly sales this year), Gupta said.
The proposed formulation of a battery swapping policy and interoperability standards, announced in the budget 2022-23, could be game-changers for faster EV adoption in the medium-term, Gupta added. PTI"
INBRIEF,https://www.dailypioneer.com/2022/business/inbrief.html,"Thursday, 03 February 2022",PNS,Business,"Firm replies on directors’ exit
New Delhi: The exodus of independent directors at PTC India Financial Services Ltd over corporate governance issues that prompted several regulators to seek a response from the company on the allegations, the company has responded to SEBI by reiterating its commitment to the highest standards of corporate governance. It also clarified that in the board meeting the MD & CEO addressed all concerns and corporate governance standards were upheld through the aforementioned report.
Raid on fake products’ manufacturers
New Delhi: On the direction of Delhi High Court, Delhi Police along with other authorities conducted raids on manufacturers who were making fake products in the name of Minda brand. The seized products included huge quantities of lubricant oil, product packaging material, and a auto batch code machine. The Delhi Police has sealed the premises in the North West Delhi's Bhorgarh Industrial Area."
Underground coal gasification technology not proven commercially: Joshi,https://www.dailypioneer.com/2022/business/underground-coal-gasification-technology-not-proven-commercially--joshi.html,"Wednesday, 02 February 2022",PTI,Business,"Coal Minister Pralhad Joshi on Wednesday told Parliament that underground coal gasification technology is not proven environmentally sustainable and commercially across the world and it is not under consideration for adoption in India.
""Underground Coal Gasification is not a proven environmentally sustainable technology. Resultantly, Underground Coal Gasification (UCG) technology is not proven commercially across world. The pilot project at Australia was dropped due to economic and environmental concerns. As such UCG is not under consideration for adoption in  India,"" the minister said in a written reply to the Lok Sabha.
Gasification of coal is a process in which coal is partially oxidated by air, oxygen, steam or carbon dioxide under controlled conditions to produce a fuel gas.
The government has prepared a plan to achieve coal gasification and liquefaction of 100 million tonnes (MT) of coal by 2030, Joshi said in the written reply.
Finance Minister Nirmala Sitharaman in her budget speech 2022-23 announced setting up of four pilot projects for coal gasification.
Joshi on Tuesday said that four projects for conversion of coal to clean energy with private sector capital investment of Rs 30,130 crore will help in achieving the target of 100 MT coal gasification by 2030.
 "
"Sensex rallies nearly 700 pts, Nifty above 17,750",https://www.dailypioneer.com/2022/business/sensex-rallies-nearly-700-pts--nifty-above-17-750.html,"Wednesday, 02 February 2022",PTI,Business,"Equity benchmark Sensex surged nearly 700 points on Wednesday to recapture the 59,000-level, as the post-Budget rally continued for the second session with intense buying in banking and financial stocks.
Supportive global cues also propped up the domestic indices, traders said.
The 30-share BSE Sensex closed 695.76 points or 1.18 per cent higher at 59,558.33. Likewise, the NSE Nifty jumped 203.15 points or 1.16 per cent to end at 17,780.00.
IndusInd Bank was the top gainer in the Sensex pack, spurting over 5 per cent, followed by Bajaj Finserv, HCL Tech, Bajaj Finance, Kotak Bank and Axis Bank.
On the other hand, Tech Mahindra, Nestle India, Maruti and L&T were among the laggards.
Of the Sensex constituents, 21 shares closed higher while 9 were in the red.
India's Budget for 2022-23, with higher allocation to infrastructure, is likely to provide a boost to the ongoing economic recovery through a sharp increase in capex spending, according to experts.
Elsewhere in Asia, Japan's Nikkei closed with healthy gains.
Several Asian markets, including China, Hong Kong and South Korea, were shut for the Lunar New Year holidays.
Stock exchanges in Europe were trading in the green in mid-session deals.
Meanwhile, international oil benchmark Brent crude rose 0.27 per cent to USD 89.40 per barrel.
Foreign institutional investors (FIIs) remained net sellers in the capital markets, pulling out Rs 21.79 crore on Tuesday, as per provisional data.
 "
"Sensex surges over 400 pts in early trade; Nifty breaches 17,650-level",https://www.dailypioneer.com/2022/business/sensex-surges-over-400-pts-in-early-trade--nifty-breaches-17-650-level.html,"Wednesday, 02 February 2022",PTI,Business,"Equity benchmark Sensex climbed over 400 points and the Nifty breached the 17,650-level in the opening session on Wednesday, a day after the Union Budget proposed higher spending on infrastructure to boost economic growth and job creation.
The 30-share Sensex was trading 416.56 points or 0.71 per cent higher at 59,279.13, and the broader Nifty rose 117.95 points or 0.67 per cent to 17,694.80.
PowerGrid was the top gainer in the Sensex pack, rising over 2 per cent, followed by ITC, Axis Bank, Kotak Bank, Bajaj Finance, IndusInd Bank and Bajaj Finserv.
On the other hand, Tech Mahindra, Tata Steel, UltraTech Cement, L&T, Sun Pharma and Wipro were in the red.
Among the 30 Sensex constituents, 24 scrips were trading in the green.
In the previous session, the 30-share BSE index finished 848.40 points or 1.46 per cent higher at 58,862.57. On similar lines, the broader NSE Nifty surged 237 points or 1.37 per cent to end at 17,576.85.
Finance Minister Nirmala Sitharaman on Tuesday unveiled a bigger Rs 39.45 lakh crore Budget, with higher spending on highways to affordable housing with a view to fire up the key engines of the economy to sustain a world-beating recovery from the pandemic.
""India unveiled on Tuesday a bigger budget of 39.45 trillion rupees (USD 529.7 billion) for the coming fiscal year, stepping up investment on highways and affordable housing to put growth on a firmer footing as the economy recovers from the pandemic,"" Deepak Jasani, Head of Retail Research, HDFC Securities, said.
Elsewhere in Asia, Japan's Nikkei was trading with gains in mid-session deals.
Several Asian markets, including China, Hong Kong and South Korea, are shut for the Lunar New Year holiday.
Stock exchanges in the US ended higher in the overnight session.
Meanwhile, international oil benchmark Brent crude rose 0.19 per cent to USD 89.33 per barrel.
Foreign institutional investors remained net sellers in the domestic capital market, pulling out Rs 21.79 crore on Tuesday, as per provisional data.
 "
Design-led scheme for 5G ecosystem to pitch India as manufacturing hub: Industry,https://www.dailypioneer.com/2022/business/design-led-scheme-for-5g-ecosystem-to-pitch-india-as-manufacturing-hub--industry.html,"Wednesday, 02 February 2022",PTI,Business,"Government's push on fiberisation and technology will spur connectivity, while the design-led scheme announced in the Budget for 5G ecosystem will bolster India's position as a manufacturing hub, telecom industry said on Tuesday.
Budget announcements including those around 5G spectrum auction and 100 per cent fiberisation with PPP model would provide the required impetus to accelerate ubiquitous and reliable internet connectivity, Nitin Bansal, managing director, India and Head-Networks - Southeast Asia, Oceania and India at Ericsson, said.
HFCL Ltd managing director Mahendra Nahata said the expected spectrum rollout for 5G in 2022, combined with the scheme for design-led manufacturing for 5G equipment under the PLI scheme will not only lead to sectoral advancements but also spur job opportunities.
""...We are delighted to hear that contracts for laying optical fibre in villages will be awarded under BharatNet project under PPP model in 2022-23. This will help the telecom industry in providing affordable broadband and mobile communication in rural and remote areas,"" Nahata observed.         Prashant Singhal, TMT (Technology, Media, Telecom) Emerging Markets Leader, EY, noted that allocating 5 per cent of annual USOF collection will significantly bolster rural connectivity.
""Strengthening of the BharatNet infrastructure through PPP model will enhance the connectivity backbone of an increasingly digital nation. Globally, 200 telcos in 78 countries have already launched commercial 5G services,"" he said.
According to Singhal, a clear focus on 5G spectrum auctions and rollout will help India to catch up with the rest of the world.                 The budget announcement has given much-needed push for 5G, Singhal said adding government's move to launch a design-led manufacturing scheme will help to position India as a hub for 5G equipment manufacturing and exports.
Sterlite Technologies' (STL) managing director Ankit Agarwal believes that budget will accelerate India's digital ambitions.               
""...It sets the foundation for India's 5G readiness through spectrum auctions, R&D impetus, USOF allocation along with a boost for domestic manufacturing through a timely 'Design-led manufacturing' scheme,"" Agarwal said.
As per Deloitte India, Partner and telecom sector leader, Peeyush Vaish, the PLI scheme extension to 5G rollout and the commitment on fibre in all villages by 2025 will give an additional thrust to investment in new technologies in the telecom sector.
Telecom Sector Skill Council, CEO, Arvind Bali, said the announcement of spectrum auction in 2022 for 5G rollout and the scheme for design-led manufacturing is likely to ""uplift"" human resource requirements significantly as also the need to train the existing and new
workforce.          "
PM Gati Shakti to have multiplier effect on the lives of people: Min,https://www.dailypioneer.com/2022/business/pm-gati-shakti-to-have-multiplier-effect-on-the-lives-of-people--min.html,"Tuesday, 01 February 2022",Agencies,Business,"The multi-modal connectivity envisaged under ""PM Gati Shakti"" will be achieved if the Centre and all the 36 States and Union Territories work together.
“Gati Shakti is not a scheme, but it is an initiative, a foundation. But it will not be an exaggeration if I say that it is a 'brahmastra',"" Union Civil Aviation Minister Jyotiraditya Scindia said at an event on Monday. It is a ""brahmastra"" (powerful weapon) that will take India to the destination that the country's forefathers dreamt about, he added.
Prime Minister Narendra Modi launched ""PM Gati Shakti - National Master Plan"" on August 15 last year to develop multi-modal connectivity through integrated planning and coordinated implementation of infrastructure connectivity projects. A total of 16 Union Ministries, including the railways and the roadways Ministries, have been brought under the plan. Approximately 12-13 per cent of the the country's GDP is spent on logistics currently, Scindia noted. A family is happy when every member carries out his duties, he said, adding that similarly, under Gati Shakti, 16 departments have been tied together so that each fulfils its responsibilities and uses resources judiciously to achieve its targets.
The National Master Plan will have a multiplier effect on the lives of people, the Minister noted. He said words like ""gati"" (speed) and ""shakti"" (strength) have been added to the country's dictionary after a gap of 70 years.
The investments made by the United States in multi-modal logistics in the last 100 years has turned it into a super power, Scindia said.""If we could bring all 36 States to work together and if we could develop coordination so that there is no delay in getting the requisite permissions, we will be able to achieve the aim of multi-modal connectivity,"" he added.                PNS
   "
Retail inflation for industrial workers rises to 5.56 pc in December,https://www.dailypioneer.com/2022/business/retail-inflation-for-industrial-workers-rises-to-5-56-pc-in-december.html,"Monday, 31 January 2022",PTI,Business,"Retail inflation for industrial workers rose to 5.56 per cent in December 2021, compared to the same month a year ago mainly due to higher prices of certain food items, the labour ministry said on Monday.
""Year-on-year inflation for the month (December 2021) stood at 5.56 per cent compared to 4.84 per cent for the previous month and 3.67 per cent during the corresponding month a year before,"" the ministry said in a statement.
Similarly, its stated that food inflation stood at 5.93 per cent against 3.40 per cent of the previous month (November 2021) and 2.89 per cent during the corresponding month (December 2020) a year ago.
The All-India CPI-IW (consumer price index for industrial workers) for December, 2021 decreased by 0.3 point and stood at 125.4 point. It was 125.7 point in November, 2021.
On one-month percentage change, it decreased by 0.24 per cent with respect to previous month compared to decrease of 0.92 per cent recorded between corresponding months a year ago.
The maximum downward pressure in current index came from Food & Beverages group contributing 0.39 percentage point to the total change.
At item level, fish fresh, poultry chicken, sunflower oil, banana, cauliflower, onion, peas, potato, tomato, ESI contribution, petrol etc, are responsible for the fall in index.
However, this decrease was largely checked by buffalo milk, grapes, pomegranate, lady finger, fire wood, medicine allopathic, auto rickshaw fare, telephone charges etc, putting upward pressure on the index.
At centre level, Udham Singh Nagar recorded a maximum decrease of 4.2 points. Among others, 5 centres observed a decrease between 3 to 3.9 points, 6 centres between 2 to 2.9 points, 19 centres between 1 to 1.9 points and 27 centres between 0.1 to 0.9 points.
On the contrary, Virudhu Nagar recorded a maximum increase of 3.6 points. Among others, 5 centres observed an increase between 2 to 2.9 points, 9 centres between 1 to 1.9 points and 12 centres between 0.1 to 0.9 points. Rest of three centres' indices remained stationary.
The Labour Bureau, an attached office of the Ministry of Labour & Employment, has been compiling Consumer Price Index for Industrial Workers every month on the basis of retail prices collected from 317 markets spread over 88 industrially important centres in the country.
The index is compiled for 88 centres and All-India and is released on the last working day of succeeding month.
 "
How Zaakpay is Empowering Businesses to Succeed with Digital Payments in Today's Age?,https://www.dailypioneer.com/2022/business/zaakpay-s-role-in-empowering-businesses.html,"Monday, 31 January 2022",Agencies,Business,"Whether you are a startup or an SME, you want to provide your consumers the ability to make payments quickly and safely. There is a growing number of clients who make payments through Credit Card, Debit Card, or other means. The dependence of people on digital and cashless transactions has made merchants aware of what their customers want from them. In today's digital age, businesses must make critical decisions relating to which mode of payment they should allow for their customers.
Your choice of a payment gateway directly impacts your business's ability to develop. Therefore, selecting the most suitable one must be on top of your list. In India, Zaakpay is one of the most popular payment processors used by merchants and businesses alike. Several small, medium and large enterprises rely on this revolutionary payment gateway. In this article, you will learn how Zaakpay facilitates companies with the tools they need to accept digital payments in the modern world successfully.
Zaakpay's Role in Empowering Businesses
High Success Rate in Transactions: Successful transactions are critical for small firms to flourish. Startups in India face a lot of friction when it comes to making an impact on customers and obtaining a strong market hold. Compared to more established companies, client loss because of a non-payment is particularly damaging to a startup's prospects for growth. Zaakpay, on the other hand, has a 99.9% system uptime rate and a very good success rate among the finest payment gateways, making it an excellent choice for startups. Customers are more likely to make online purchases from the retailer when they are sure that their payments will go through without any hindrances.
Zaakpay's Two-Fold Benefit: Merchants that use Zaakpay have reported receiving payments faster than they would with other payment gateways. Small, medium and large organizations can enjoy a greater success rate with Zaakpay. A better shopping experience for your clients and a steady flow of revenue are additional benefits if you opt for Zaakpay. You won't have to wait longer for clients since payments are approved in a matter of seconds.
Security is also a major concern for Zaakpay. To provide the greatest level of security, the payment gateway adheres to globally recognized standards such as PCI DSS compliance and SSL encrypted safe servers. High-tech security measures such as two-factor authentication, one-time password verifications, and card-on-file tokenization are being used to verify Zaakpay payments further. Your startup's customers will be more likely to buy from you if they feel safe making payments, thanks to this level of protection.
Cost-Effectiveness: To help your small company flourish, Zaakpay offers reasonable pricing and high transaction success rates. With Zaakpay payment gateway, you can enjoy the lowest Transaction Discount Rate, starting at 0%*. In addition, your clients won't be surprised by any additional fees as their payment method if they use Zaakpay. Custom payment gateway costs may also be arranged for your startup needs. In addition, there are no setup or maintenance expenses with Zaakpay.
  Multiple Payment Modes: In the checkout area, a potential consumer becomes a paying customer. Companies have a severe issue when customers leave their shopping carts due to unsuitable or fewer payment choices. Customer cart abandonment occurs when the customer's preferred payment method is not available. This harms the growth of your startup and weakens your customer base. Zaakpay, on the other hand, gives you a slew of payment possibilities. Zaakpay offers more than 100 methods of payment, including Debit Cards, Credit Cards, eWallets, Net Banking, UPI, and so on. For small businesses with an extensive consumer base, Zaakpay is the most suitable payment gateway.
  Growth Tracking: With the added advantage of Zaakpay's merchant dashboard, business owners can examine their invoices and other financial information relating to their business. Aside from tracking sales, they can make use of this data to determine how well the firm is doing on the basis of frequency and location of online payments. The information that is accessible on the dashboard reports is designed to help merchants foresee and prepare for future decision-making. This unique feature also allows merchants to produce appropriate records straight from the statements issued by the dashboard. As a result, maintaining finances becomes even more simplified since the possibility of human errors gets eliminated.
  Customer Service: Zaakpay provides a 24/7 email support service for both company owners as well as consumers. Your customers would experience a boost of confidence when they are sure about their problems and issues being resolved with patience. They would be more than willing to become loyal customers knowing they can turn to you at any moment with concerns about a failed transaction or for any other help that may be needed.
  Streamlined Checkout Process: Every business owner wants to provide the best experience for their customers, especially at the time of checkouts. If consumers need to go through several confusing platforms to complete their payment process, they are more likely to give up on the transaction and abandon the cart. With Zaakpay, you don’t face this issue as it streamlines the whole checkout process with little effort and extremely quick processing.
  Startups Privileges: Startups are welcome to take advantage of extra perks when they join ‘Zaakpay for Startups’. These include several benefits such as an Rs. 10,00,000 reward, priority onboarding assistance, promotion via social media, and mentoring sessions. Get a head start on your flourishing business with Zaakpay, and soar to new heights.
Internet payments have grown in popularity since the beginning of online commerce. Payment gateways and online payment options have become commonplace for many companies. Customers and merchants benefit from an excellent payment gateway, which provides a quick and straightforward payment procedure. In India, Zaakpay has become one of the most popular payment gateways. This has made it a great option for small, medium and large businesses. The reason behind this is its low fees and a customer-focused approach."
